variable_id,display_name,concept_family,sector_boundary,account_position,source_status,candidate_status,constructibility_status,allowed_use,prohibited_use,downstream_stage,notes,provider_release_commit,s21_intake_status,object_admissibility,can_enter_model_input_preparation,can_enter_modeling,can_construct_adjusted_shaikh,blocked_or_parked_status,s22_disposition,s22_planning_allowed,can_construct_variable_now,can_model_now,can_construct_adjusted_shaikh_now,provider_v1_commit,s21_commit,s22_notes
T711_L91,BankMonIntPaid_paid_government,shaikh_candidate_semantic_audit_only,CORP_FIN_BOUNDARY,imputed_interest,staged,READY_AS_BASELINE,source_level_available,source inspection; downstream source-of-truth construction after separate import validation,adjusted Shaikh construction; model-input panel construction; econometrics; direct Chapter 2 use without import pass,future S21_IMPORT_PROVIDER_V1_DATASET only,Candidate Shaikh-line ingredient only. Staged with provenance. Not semantically admissible for CorpImpIntAdj_t construction until historical/current crosswalk validation passes.,af67374e28232d02d65765d3836dc2ab3e3da8eb,imported_from_provider_v1,eligible_for_model_input_preparation_only,yes,no,no,not_blocked_or_parked,include_for_future_variable_construction_planning,yes,no,no,no,af67374e28232d02d65765d3836dc2ab3e3da8eb,3a0f5064d92fc09f97a55850b4086670d9cedc4b,Planning-only inclusion; construction requires later pass.
FIN__current_transfer_payments,FIN_current_transfer_payments,Shaikh_income_correction,FIN,income_accounts,requires_manual_mapping,THEORETICALLY_MIXED_REVIEW_REQUIRED,metadata_or_mapping_review_required,documentation and mapping review only,adjusted Shaikh construction; model-input panel construction; econometrics; direct Chapter 2 use without import pass,future S21_IMPORT_PROVIDER_V1_DATASET only,"Net lines may be staged from T1.14, but gross payment/receipt components must not be inferred.",af67374e28232d02d65765d3836dc2ab3e3da8eb,imported_from_provider_v1,not_admissible_theoretical_review_required,no,no,no,not_blocked_or_parked,exclude_pending_theoretical_review,no,no,no,no,af67374e28232d02d65765d3836dc2ab3e3da8eb,3a0f5064d92fc09f97a55850b4086670d9cedc4b,Excluded pending conceptual review.
FIN__current_transfer_receipts,FIN_current_transfer_receipts,Shaikh_income_correction,FIN,income_accounts,requires_manual_mapping,THEORETICALLY_MIXED_REVIEW_REQUIRED,metadata_or_mapping_review_required,documentation and mapping review only,adjusted Shaikh construction; model-input panel construction; econometrics; direct Chapter 2 use without import pass,future S21_IMPORT_PROVIDER_V1_DATASET only,"Net lines may be staged from T1.14, but gross payment/receipt components must not be inferred.",af67374e28232d02d65765d3836dc2ab3e3da8eb,imported_from_provider_v1,not_admissible_theoretical_review_required,no,no,no,not_blocked_or_parked,exclude_pending_theoretical_review,no,no,no,no,af67374e28232d02d65765d3836dc2ab3e3da8eb,3a0f5064d92fc09f97a55850b4086670d9cedc4b,Excluded pending conceptual review.
FIN__dividends_paid,FIN_dividends_paid,Shaikh_income_correction,FIN,income_accounts,requires_manual_mapping,THEORETICALLY_MIXED_REVIEW_REQUIRED,metadata_or_mapping_review_required,documentation and mapping review only,adjusted Shaikh construction; model-input panel construction; econometrics; direct Chapter 2 use without import pass,future S21_IMPORT_PROVIDER_V1_DATASET only,"Net lines may be staged from T1.14, but gross payment/receipt components must not be inferred.",af67374e28232d02d65765d3836dc2ab3e3da8eb,imported_from_provider_v1,not_admissible_theoretical_review_required,no,no,no,not_blocked_or_parked,exclude_pending_theoretical_review,no,no,no,no,af67374e28232d02d65765d3836dc2ab3e3da8eb,3a0f5064d92fc09f97a55850b4086670d9cedc4b,Excluded pending conceptual review.
FIN__dividends_received,FIN_dividends_received,Shaikh_income_correction,FIN,income_accounts,requires_manual_mapping,THEORETICALLY_MIXED_REVIEW_REQUIRED,metadata_or_mapping_review_required,documentation and mapping review only,adjusted Shaikh construction; model-input panel construction; econometrics; direct Chapter 2 use without import pass,future S21_IMPORT_PROVIDER_V1_DATASET only,"Net lines may be staged from T1.14, but gross payment/receipt components must not be inferred.",af67374e28232d02d65765d3836dc2ab3e3da8eb,imported_from_provider_v1,not_admissible_theoretical_review_required,no,no,no,not_blocked_or_parked,exclude_pending_theoretical_review,no,no,no,no,af67374e28232d02d65765d3836dc2ab3e3da8eb,3a0f5064d92fc09f97a55850b4086670d9cedc4b,Excluded pending conceptual review.
FIN_CFC,FIN_CFC,financial_corporate_correction_layer,FIN,income_accounts,downstream_constructed_only,DOCUMENTATION_AND_RECONCILIATION_CANDIDATE,metadata_or_mapping_review_required,documentation and mapping review only,adjusted Shaikh construction; model-input panel construction; econometrics; direct Chapter 2 use without import pass,future S21_IMPORT_PROVIDER_V1_DATASET only,Do not silently substitute total financial business. Downstream derivation must cite inputs.,af67374e28232d02d65765d3836dc2ab3e3da8eb,imported_from_provider_v1,not_admissible_for_construction_documentation_only,no,no,no,not_blocked_or_parked,exclude_from_model_input_planning_documentation_only,no,no,no,no,af67374e28232d02d65765d3836dc2ab3e3da8eb,3a0f5064d92fc09f97a55850b4086670d9cedc4b,Candidate preserved; not promoted.
FIN_COMP,FIN_COMP,financial_corporate_correction_layer,FIN,income_accounts,downstream_constructed_only,DOCUMENTATION_AND_RECONCILIATION_CANDIDATE,metadata_or_mapping_review_required,documentation and mapping review only,adjusted Shaikh construction; model-input panel construction; econometrics; direct Chapter 2 use without import pass,future S21_IMPORT_PROVIDER_V1_DATASET only,Do not silently substitute total financial business. Downstream derivation must cite inputs.,af67374e28232d02d65765d3836dc2ab3e3da8eb,imported_from_provider_v1,not_admissible_for_construction_documentation_only,no,no,no,not_blocked_or_parked,exclude_from_model_input_planning_documentation_only,no,no,no,no,af67374e28232d02d65765d3836dc2ab3e3da8eb,3a0f5064d92fc09f97a55850b4086670d9cedc4b,Candidate preserved; not promoted.
FIN_DIVIDENDS,FIN_DIVIDENDS,financial_corporate_correction_layer,FIN,income_accounts,downstream_constructed_only,DOCUMENTATION_AND_RECONCILIATION_CANDIDATE,metadata_or_mapping_review_required,documentation and mapping review only,adjusted Shaikh construction; model-input panel construction; econometrics; direct Chapter 2 use without import pass,future S21_IMPORT_PROVIDER_V1_DATASET only,Do not silently substitute total financial business. Downstream derivation must cite inputs.,af67374e28232d02d65765d3836dc2ab3e3da8eb,imported_from_provider_v1,not_admissible_for_construction_documentation_only,no,no,no,not_blocked_or_parked,exclude_from_model_input_planning_documentation_only,no,no,no,no,af67374e28232d02d65765d3836dc2ab3e3da8eb,3a0f5064d92fc09f97a55850b4086670d9cedc4b,Candidate preserved; not promoted.
FIN_GVA,FIN_gross_value_added,Shaikh_income_correction_and_distributive_variables,FIN,income_accounts,staged,DOCUMENTATION_AND_RECONCILIATION_CANDIDATE,metadata_or_mapping_review_required,documentation and mapping review only,adjusted Shaikh construction; model-input panel construction; econometrics; direct Chapter 2 use without import pass,future S21_IMPORT_PROVIDER_V1_DATASET only,Direct NIPA Table 1.14 line; no adjusted share is constructed here.,af67374e28232d02d65765d3836dc2ab3e3da8eb,imported_from_provider_v1,not_admissible_for_construction_documentation_only,no,no,no,not_blocked_or_parked,exclude_from_model_input_planning_documentation_only,no,no,no,no,af67374e28232d02d65765d3836dc2ab3e3da8eb,3a0f5064d92fc09f97a55850b4086670d9cedc4b,Candidate preserved; not promoted.
FIN_NET_INT,FIN_NET_INT,financial_corporate_correction_layer,FIN,income_accounts,downstream_constructed_only,DOCUMENTATION_AND_RECONCILIATION_CANDIDATE,metadata_or_mapping_review_required,documentation and mapping review only,adjusted Shaikh construction; model-input panel construction; econometrics; direct Chapter 2 use without import pass,future S21_IMPORT_PROVIDER_V1_DATASET only,Do not silently substitute total financial business. Downstream derivation must cite inputs.,af67374e28232d02d65765d3836dc2ab3e3da8eb,imported_from_provider_v1,not_admissible_for_construction_documentation_only,no,no,no,not_blocked_or_parked,exclude_from_model_input_planning_documentation_only,no,no,no,no,af67374e28232d02d65765d3836dc2ab3e3da8eb,3a0f5064d92fc09f97a55850b4086670d9cedc4b,Candidate preserved; not promoted.
FIN_NOS,FIN_NOS,financial_corporate_correction_layer,FIN,income_accounts,downstream_constructed_only,DOCUMENTATION_AND_RECONCILIATION_CANDIDATE,metadata_or_mapping_review_required,documentation and mapping review only,adjusted Shaikh construction; model-input panel construction; econometrics; direct Chapter 2 use without import pass,future S21_IMPORT_PROVIDER_V1_DATASET only,Do not silently substitute total financial business. Downstream derivation must cite inputs.,af67374e28232d02d65765d3836dc2ab3e3da8eb,imported_from_provider_v1,not_admissible_for_construction_documentation_only,no,no,no,not_blocked_or_parked,exclude_from_model_input_planning_documentation_only,no,no,no,no,af67374e28232d02d65765d3836dc2ab3e3da8eb,3a0f5064d92fc09f97a55850b4086670d9cedc4b,Candidate preserved; not promoted.
FIN_NVA,FIN_NVA,financial_corporate_correction_layer,FIN,income_accounts,downstream_constructed_only,DOCUMENTATION_AND_RECONCILIATION_CANDIDATE,metadata_or_mapping_review_required,documentation and mapping review only,adjusted Shaikh construction; model-input panel construction; econometrics; direct Chapter 2 use without import pass,future S21_IMPORT_PROVIDER_V1_DATASET only,Do not silently substitute total financial business. Downstream derivation must cite inputs.,af67374e28232d02d65765d3836dc2ab3e3da8eb,imported_from_provider_v1,not_admissible_for_construction_documentation_only,no,no,no,not_blocked_or_parked,exclude_from_model_input_planning_documentation_only,no,no,no,no,af67374e28232d02d65765d3836dc2ab3e3da8eb,3a0f5064d92fc09f97a55850b4086670d9cedc4b,Candidate preserved; not promoted.
FIN_PBT,FIN_PBT,financial_corporate_correction_layer,FIN,income_accounts,downstream_constructed_only,DOCUMENTATION_AND_RECONCILIATION_CANDIDATE,metadata_or_mapping_review_required,documentation and mapping review only,adjusted Shaikh construction; model-input panel construction; econometrics; direct Chapter 2 use without import pass,future S21_IMPORT_PROVIDER_V1_DATASET only,Do not silently substitute total financial business. Downstream derivation must cite inputs.,af67374e28232d02d65765d3836dc2ab3e3da8eb,imported_from_provider_v1,not_admissible_for_construction_documentation_only,no,no,no,not_blocked_or_parked,exclude_from_model_input_planning_documentation_only,no,no,no,no,af67374e28232d02d65765d3836dc2ab3e3da8eb,3a0f5064d92fc09f97a55850b4086670d9cedc4b,Candidate preserved; not promoted.
FIN_TRANSFERS,FIN_TRANSFERS,financial_corporate_correction_layer,FIN,income_accounts,downstream_constructed_only,DOCUMENTATION_AND_RECONCILIATION_CANDIDATE,metadata_or_mapping_review_required,documentation and mapping review only,adjusted Shaikh construction; model-input panel construction; econometrics; direct Chapter 2 use without import pass,future S21_IMPORT_PROVIDER_V1_DATASET only,Do not silently substitute total financial business. Downstream derivation must cite inputs.,af67374e28232d02d65765d3836dc2ab3e3da8eb,imported_from_provider_v1,not_admissible_for_construction_documentation_only,no,no,no,not_blocked_or_parked,exclude_from_model_input_planning_documentation_only,no,no,no,no,af67374e28232d02d65765d3836dc2ab3e3da8eb,3a0f5064d92fc09f97a55850b4086670d9cedc4b,Candidate preserved; not promoted.
T711_L28,BankMonIntPaid_received_financial,shaikh_candidate_semantic_audit_only,FIN,imputed_interest,staged,READY_AS_BASELINE,source_level_available,source inspection; downstream source-of-truth construction after separate import validation,adjusted Shaikh construction; model-input panel construction; econometrics; direct Chapter 2 use without import pass,future S21_IMPORT_PROVIDER_V1_DATASET only,Candidate Shaikh-line ingredient only. Staged with provenance. Not semantically admissible for CorpImpIntAdj_t construction until historical/current crosswalk validation passes.,af67374e28232d02d65765d3836dc2ab3e3da8eb,imported_from_provider_v1,eligible_for_model_input_preparation_only,yes,no,no,not_blocked_or_parked,include_for_future_variable_construction_planning,yes,no,no,no,af67374e28232d02d65765d3836dc2ab3e3da8eb,3a0f5064d92fc09f97a55850b4086670d9cedc4b,Planning-only inclusion; construction requires later pass.
T711_L4,BankMonIntPaid_paid_financial,shaikh_candidate_semantic_audit_only,FIN,imputed_interest,staged,READY_AS_BASELINE,source_level_available,source inspection; downstream source-of-truth construction after separate import validation,adjusted Shaikh construction; model-input panel construction; econometrics; direct Chapter 2 use without import pass,future S21_IMPORT_PROVIDER_V1_DATASET only,Candidate Shaikh-line ingredient only. Staged with provenance. Not semantically admissible for CorpImpIntAdj_t construction until historical/current crosswalk validation passes.,af67374e28232d02d65765d3836dc2ab3e3da8eb,imported_from_provider_v1,eligible_for_model_input_preparation_only,yes,no,no,not_blocked_or_parked,include_for_future_variable_construction_planning,yes,no,no,no,af67374e28232d02d65765d3836dc2ab3e3da8eb,3a0f5064d92fc09f97a55850b4086670d9cedc4b,Planning-only inclusion; construction requires later pass.
T711_L44,BankMonIntPaid_paid_banks_credit_investment,shaikh_candidate_semantic_audit_only,FIN,imputed_interest,staged,READY_AS_BASELINE,source_level_available,source inspection; downstream source-of-truth construction after separate import validation,adjusted Shaikh construction; model-input panel construction; econometrics; direct Chapter 2 use without import pass,future S21_IMPORT_PROVIDER_V1_DATASET only,Candidate Shaikh-line ingredient only. Staged with provenance. Not semantically admissible for CorpImpIntAdj_t construction until historical/current crosswalk validation passes.,af67374e28232d02d65765d3836dc2ab3e3da8eb,imported_from_provider_v1,eligible_for_model_input_preparation_only,yes,no,no,not_blocked_or_parked,include_for_future_variable_construction_planning,yes,no,no,no,af67374e28232d02d65765d3836dc2ab3e3da8eb,3a0f5064d92fc09f97a55850b4086670d9cedc4b,Planning-only inclusion; construction requires later pass.
GOV_TRANS__gross_stock_current_cost,GOV_TRANS_gross_stock_current_cost,GOV_TRANS_GPIM,GOV_TRANS,government_fixed_assets,not_available,THEORETICALLY_MIXED_REVIEW_REQUIRED,metadata_or_mapping_review_required,documentation and mapping review only,adjusted Shaikh construction; model-input panel construction; econometrics; direct Chapter 2 use without import pass,future S21_IMPORT_PROVIDER_V1_DATASET only,Do not substitute net stock. Downstream GPIM must be explicit.,af67374e28232d02d65765d3836dc2ab3e3da8eb,imported_from_provider_v1,not_admissible_theoretical_review_required,no,no,no,not_blocked_or_parked,exclude_pending_theoretical_review,no,no,no,no,af67374e28232d02d65765d3836dc2ab3e3da8eb,3a0f5064d92fc09f97a55850b4086670d9cedc4b,Excluded pending conceptual review.
GOV_TRANS__HIGHWAYS_STREETS__cfc_current_cost,GOV_TRANS_highways_streets_cfc_current_cost,GOV_TRANS_GPIM_and_frontier_conditioning_variables,GOV_TRANS,government_fixed_assets,staged,READY_AS_BASELINE,source_level_available,source inspection; downstream source-of-truth construction after separate import validation,adjusted Shaikh construction; model-input panel construction; econometrics; direct Chapter 2 use without import pass,future S21_IMPORT_PROVIDER_V1_DATASET only,Component of downstream GOV_TRANS aggregate; do not add to preferred private K_cap.,af67374e28232d02d65765d3836dc2ab3e3da8eb,imported_from_provider_v1,eligible_for_model_input_preparation_only,yes,no,no,not_blocked_or_parked,include_for_future_variable_construction_planning,yes,no,no,no,af67374e28232d02d65765d3836dc2ab3e3da8eb,3a0f5064d92fc09f97a55850b4086670d9cedc4b,Planning-only inclusion; construction requires later pass.
GOV_TRANS__HIGHWAYS_STREETS__gross_investment_current_cost,GOV_TRANS_highways_streets_gross_investment_current_cost,GOV_TRANS_GPIM_and_frontier_conditioning_variables,GOV_TRANS,government_fixed_assets,staged,READY_AS_BASELINE,source_level_available,source inspection; downstream source-of-truth construction after separate import validation,adjusted Shaikh construction; model-input panel construction; econometrics; direct Chapter 2 use without import pass,future S21_IMPORT_PROVIDER_V1_DATASET only,Live BEA FAAt705 mapping verified on 2026-06-09. Component of downstream GOV_TRANS aggregate; do not add to preferred private K_cap.,af67374e28232d02d65765d3836dc2ab3e3da8eb,imported_from_provider_v1,eligible_for_model_input_preparation_only,yes,no,no,not_blocked_or_parked,include_for_future_variable_construction_planning,yes,no,no,no,af67374e28232d02d65765d3836dc2ab3e3da8eb,3a0f5064d92fc09f97a55850b4086670d9cedc4b,Planning-only inclusion; construction requires later pass.
GOV_TRANS__HIGHWAYS_STREETS__net_stock_current_cost,GOV_TRANS_highways_streets_net_stock_current_cost,GOV_TRANS_GPIM_and_frontier_conditioning_variables,GOV_TRANS,government_fixed_assets,staged,READY_AS_BASELINE,source_level_available,source inspection; downstream source-of-truth construction after separate import validation,adjusted Shaikh construction; model-input panel construction; econometrics; direct Chapter 2 use without import pass,future S21_IMPORT_PROVIDER_V1_DATASET only,Component of downstream GOV_TRANS aggregate; do not add to preferred private K_cap.,af67374e28232d02d65765d3836dc2ab3e3da8eb,imported_from_provider_v1,eligible_for_model_input_preparation_only,yes,no,no,not_blocked_or_parked,include_for_future_variable_construction_planning,yes,no,no,no,af67374e28232d02d65765d3836dc2ab3e3da8eb,3a0f5064d92fc09f97a55850b4086670d9cedc4b,Planning-only inclusion; construction requires later pass.
GOV_TRANS__HIGHWAYS_STREETS__net_stock_quantity_index,GOV_TRANS_highways_streets_net_stock_quantity_index,GOV_TRANS_GPIM_and_frontier_conditioning_variables,GOV_TRANS,government_fixed_assets,staged,READY_AS_BASELINE,source_level_available,source inspection; downstream source-of-truth construction after separate import validation,adjusted Shaikh construction; model-input panel construction; econometrics; direct Chapter 2 use without import pass,future S21_IMPORT_PROVIDER_V1_DATASET only,Component of downstream GOV_TRANS aggregate; do not add to preferred private K_cap.,af67374e28232d02d65765d3836dc2ab3e3da8eb,imported_from_provider_v1,eligible_for_model_input_preparation_only,yes,no,no,not_blocked_or_parked,include_for_future_variable_construction_planning,yes,no,no,no,af67374e28232d02d65765d3836dc2ab3e3da8eb,3a0f5064d92fc09f97a55850b4086670d9cedc4b,Planning-only inclusion; construction requires later pass.
GOV_TRANS__TRANSPORTATION_STRUCTURES__cfc_current_cost,GOV_TRANS_transportation_structures_cfc_current_cost,GOV_TRANS_GPIM_and_frontier_conditioning_variables,GOV_TRANS,government_fixed_assets,staged,READY_AS_BASELINE,source_level_available,source inspection; downstream source-of-truth construction after separate import validation,adjusted Shaikh construction; model-input panel construction; econometrics; direct Chapter 2 use without import pass,future S21_IMPORT_PROVIDER_V1_DATASET only,Component of downstream GOV_TRANS aggregate; do not add to preferred private K_cap.,af67374e28232d02d65765d3836dc2ab3e3da8eb,imported_from_provider_v1,eligible_for_model_input_preparation_only,yes,no,no,not_blocked_or_parked,include_for_future_variable_construction_planning,yes,no,no,no,af67374e28232d02d65765d3836dc2ab3e3da8eb,3a0f5064d92fc09f97a55850b4086670d9cedc4b,Planning-only inclusion; construction requires later pass.
GOV_TRANS__TRANSPORTATION_STRUCTURES__gross_investment_current_cost,GOV_TRANS_transportation_structures_gross_investment_current_cost,GOV_TRANS_GPIM_and_frontier_conditioning_variables,GOV_TRANS,government_fixed_assets,staged,READY_AS_BASELINE,source_level_available,source inspection; downstream source-of-truth construction after separate import validation,adjusted Shaikh construction; model-input panel construction; econometrics; direct Chapter 2 use without import pass,future S21_IMPORT_PROVIDER_V1_DATASET only,Live BEA FAAt705 mapping verified on 2026-06-09. Component of downstream GOV_TRANS aggregate; do not add to preferred private K_cap.,af67374e28232d02d65765d3836dc2ab3e3da8eb,imported_from_provider_v1,eligible_for_model_input_preparation_only,yes,no,no,not_blocked_or_parked,include_for_future_variable_construction_planning,yes,no,no,no,af67374e28232d02d65765d3836dc2ab3e3da8eb,3a0f5064d92fc09f97a55850b4086670d9cedc4b,Planning-only inclusion; construction requires later pass.
GOV_TRANS__TRANSPORTATION_STRUCTURES__net_stock_current_cost,GOV_TRANS_transportation_structures_net_stock_current_cost,GOV_TRANS_GPIM_and_frontier_conditioning_variables,GOV_TRANS,government_fixed_assets,staged,READY_AS_BASELINE,source_level_available,source inspection; downstream source-of-truth construction after separate import validation,adjusted Shaikh construction; model-input panel construction; econometrics; direct Chapter 2 use without import pass,future S21_IMPORT_PROVIDER_V1_DATASET only,Component of downstream GOV_TRANS aggregate; do not add to preferred private K_cap.,af67374e28232d02d65765d3836dc2ab3e3da8eb,imported_from_provider_v1,eligible_for_model_input_preparation_only,yes,no,no,not_blocked_or_parked,include_for_future_variable_construction_planning,yes,no,no,no,af67374e28232d02d65765d3836dc2ab3e3da8eb,3a0f5064d92fc09f97a55850b4086670d9cedc4b,Planning-only inclusion; construction requires later pass.
GOV_TRANS__TRANSPORTATION_STRUCTURES__net_stock_quantity_index,GOV_TRANS_transportation_structures_net_stock_quantity_index,GOV_TRANS_GPIM_and_frontier_conditioning_variables,GOV_TRANS,government_fixed_assets,staged,READY_AS_BASELINE,source_level_available,source inspection; downstream source-of-truth construction after separate import validation,adjusted Shaikh construction; model-input panel construction; econometrics; direct Chapter 2 use without import pass,future S21_IMPORT_PROVIDER_V1_DATASET only,Component of downstream GOV_TRANS aggregate; do not add to preferred private K_cap.,af67374e28232d02d65765d3836dc2ab3e3da8eb,imported_from_provider_v1,eligible_for_model_input_preparation_only,yes,no,no,not_blocked_or_parked,include_for_future_variable_construction_planning,yes,no,no,no,af67374e28232d02d65765d3836dc2ab3e3da8eb,3a0f5064d92fc09f97a55850b4086670d9cedc4b,Planning-only inclusion; construction requires later pass.
NFC__current_transfer_payments,NFC_current_transfer_payments,Shaikh_income_correction,NFC,income_accounts,requires_manual_mapping,THEORETICALLY_MIXED_REVIEW_REQUIRED,metadata_or_mapping_review_required,documentation and mapping review only,adjusted Shaikh construction; model-input panel construction; econometrics; direct Chapter 2 use without import pass,future S21_IMPORT_PROVIDER_V1_DATASET only,"Net lines may be staged from T1.14, but gross payment/receipt components must not be inferred.",af67374e28232d02d65765d3836dc2ab3e3da8eb,imported_from_provider_v1,not_admissible_theoretical_review_required,no,no,no,not_blocked_or_parked,exclude_pending_theoretical_review,no,no,no,no,af67374e28232d02d65765d3836dc2ab3e3da8eb,3a0f5064d92fc09f97a55850b4086670d9cedc4b,Excluded pending conceptual review.
NFC__current_transfer_receipts,NFC_current_transfer_receipts,Shaikh_income_correction,NFC,income_accounts,requires_manual_mapping,THEORETICALLY_MIXED_REVIEW_REQUIRED,metadata_or_mapping_review_required,documentation and mapping review only,adjusted Shaikh construction; model-input panel construction; econometrics; direct Chapter 2 use without import pass,future S21_IMPORT_PROVIDER_V1_DATASET only,"Net lines may be staged from T1.14, but gross payment/receipt components must not be inferred.",af67374e28232d02d65765d3836dc2ab3e3da8eb,imported_from_provider_v1,not_admissible_theoretical_review_required,no,no,no,not_blocked_or_parked,exclude_pending_theoretical_review,no,no,no,no,af67374e28232d02d65765d3836dc2ab3e3da8eb,3a0f5064d92fc09f97a55850b4086670d9cedc4b,Excluded pending conceptual review.
NFC__dividends_paid,NFC_dividends_paid,Shaikh_income_correction,NFC,income_accounts,requires_manual_mapping,THEORETICALLY_MIXED_REVIEW_REQUIRED,metadata_or_mapping_review_required,documentation and mapping review only,adjusted Shaikh construction; model-input panel construction; econometrics; direct Chapter 2 use without import pass,future S21_IMPORT_PROVIDER_V1_DATASET only,"Net lines may be staged from T1.14, but gross payment/receipt components must not be inferred.",af67374e28232d02d65765d3836dc2ab3e3da8eb,imported_from_provider_v1,not_admissible_theoretical_review_required,no,no,no,not_blocked_or_parked,exclude_pending_theoretical_review,no,no,no,no,af67374e28232d02d65765d3836dc2ab3e3da8eb,3a0f5064d92fc09f97a55850b4086670d9cedc4b,Excluded pending conceptual review.
NFC__dividends_received,NFC_dividends_received,Shaikh_income_correction,NFC,income_accounts,requires_manual_mapping,THEORETICALLY_MIXED_REVIEW_REQUIRED,metadata_or_mapping_review_required,documentation and mapping review only,adjusted Shaikh construction; model-input panel construction; econometrics; direct Chapter 2 use without import pass,future S21_IMPORT_PROVIDER_V1_DATASET only,"Net lines may be staged from T1.14, but gross payment/receipt components must not be inferred.",af67374e28232d02d65765d3836dc2ab3e3da8eb,imported_from_provider_v1,not_admissible_theoretical_review_required,no,no,no,not_blocked_or_parked,exclude_pending_theoretical_review,no,no,no,no,af67374e28232d02d65765d3836dc2ab3e3da8eb,3a0f5064d92fc09f97a55850b4086670d9cedc4b,Excluded pending conceptual review.
NFC__IPP__cfc_current_cost,NFC_intellectual_property_products_cfc_current_cost,frontier_conditioning_variables,NFC,fixed_assets,staged,READY_AS_BASELINE,source_level_available,source inspection; downstream source-of-truth construction after separate import validation,adjusted Shaikh construction; model-input panel construction; econometrics; direct Chapter 2 use without import pass,future S21_IMPORT_PROVIDER_V1_DATASET only,Direct BEA line. ME and NRC enter preferred K_cap downstream; IPP does not.,af67374e28232d02d65765d3836dc2ab3e3da8eb,imported_from_provider_v1,eligible_for_model_input_preparation_only,yes,no,no,not_blocked_or_parked,include_for_future_variable_construction_planning,yes,no,no,no,af67374e28232d02d65765d3836dc2ab3e3da8eb,3a0f5064d92fc09f97a55850b4086670d9cedc4b,Planning-only inclusion; construction requires later pass.
NFC__IPP__gross_investment_current_cost,NFC_intellectual_property_products_gross_investment_current_cost,frontier_conditioning_variables,NFC,fixed_assets,staged,READY_AS_BASELINE,source_level_available,source inspection; downstream source-of-truth construction after separate import validation,adjusted Shaikh construction; model-input panel construction; econometrics; direct Chapter 2 use without import pass,future S21_IMPORT_PROVIDER_V1_DATASET only,Direct BEA line. ME and NRC enter preferred K_cap downstream; IPP does not.,af67374e28232d02d65765d3836dc2ab3e3da8eb,imported_from_provider_v1,eligible_for_model_input_preparation_only,yes,no,no,not_blocked_or_parked,include_for_future_variable_construction_planning,yes,no,no,no,af67374e28232d02d65765d3836dc2ab3e3da8eb,3a0f5064d92fc09f97a55850b4086670d9cedc4b,Planning-only inclusion; construction requires later pass.
NFC__IPP__gross_stock_current_cost,NFC_intellectual_property_products_gross_stock_current_cost,downstream_GPIM_benchmark,NFC,fixed_assets,not_available,THEORETICALLY_MIXED_REVIEW_REQUIRED,metadata_or_mapping_review_required,documentation and mapping review only,adjusted Shaikh construction; model-input panel construction; econometrics; direct Chapter 2 use without import pass,future S21_IMPORT_PROVIDER_V1_DATASET only,Preserve as a required gap. Do not substitute net stock or construct GPIM here.,af67374e28232d02d65765d3836dc2ab3e3da8eb,imported_from_provider_v1,not_admissible_theoretical_review_required,no,no,no,not_blocked_or_parked,exclude_pending_theoretical_review,no,no,no,no,af67374e28232d02d65765d3836dc2ab3e3da8eb,3a0f5064d92fc09f97a55850b4086670d9cedc4b,Excluded pending conceptual review.
NFC__IPP__net_stock_current_cost,NFC_intellectual_property_products_net_stock_current_cost,frontier_conditioning_variables,NFC,fixed_assets,staged,READY_AS_BASELINE,source_level_available,source inspection; downstream source-of-truth construction after separate import validation,adjusted Shaikh construction; model-input panel construction; econometrics; direct Chapter 2 use without import pass,future S21_IMPORT_PROVIDER_V1_DATASET only,Direct BEA line. ME and NRC enter preferred K_cap downstream; IPP does not.,af67374e28232d02d65765d3836dc2ab3e3da8eb,imported_from_provider_v1,eligible_for_model_input_preparation_only,yes,no,no,not_blocked_or_parked,include_for_future_variable_construction_planning,yes,no,no,no,af67374e28232d02d65765d3836dc2ab3e3da8eb,3a0f5064d92fc09f97a55850b4086670d9cedc4b,Planning-only inclusion; construction requires later pass.
NFC__IPP__net_stock_quantity_index,NFC_intellectual_property_products_net_stock_quantity_index,frontier_conditioning_variables,NFC,fixed_assets,staged,READY_AS_BASELINE,source_level_available,source inspection; downstream source-of-truth construction after separate import validation,adjusted Shaikh construction; model-input panel construction; econometrics; direct Chapter 2 use without import pass,future S21_IMPORT_PROVIDER_V1_DATASET only,Direct BEA line. ME and NRC enter preferred K_cap downstream; IPP does not.,af67374e28232d02d65765d3836dc2ab3e3da8eb,imported_from_provider_v1,eligible_for_model_input_preparation_only,yes,no,no,not_blocked_or_parked,include_for_future_variable_construction_planning,yes,no,no,no,af67374e28232d02d65765d3836dc2ab3e3da8eb,3a0f5064d92fc09f97a55850b4086670d9cedc4b,Planning-only inclusion; construction requires later pass.
